Student ID,Name,Gender,Age,GPA,Major,Interested Domain,Projects,Internships,Certifications,Future Career,Python,SQL,Java,C++,JavaScript,Cloud,AI,Cybersecurity,Soft Skills,Work Experience (Years)
190,Student 190,Non-binary,29,3.43,Game Development,Cloud Security,1,2,Red Hat Certified Engineer,Cybersecurity Analyst,8,8,6,10,6,9,7,10,Strong,3
191,Student 191,Male,36,2.76,Blockchain Technology,Ethical Hacking,1,0,MIT AI Certification,Machine Learning Engineer,6,8,10,3,6,10,4,9,Strong,2
192,Student 192,Female,41,3.8,AI & Robotics,Mobile App Development,7,5,Red Hat Certified Engineer,Cloud Architect,10,7,4,5,7,5,4,6,Average,9
193,Student 193,Non-binary,40,3.58,Networking,Data Visualization,2,2,Microsoft Certified,Software Engineer,3,4,4,6,4,7,7,7,Weak,3
194,Student 194,Male,20,3.2,Blockchain Technology,Ethical Hacking,5,2,Microsoft Certified,Data Engineer,6,7,10,6,8,8,3,5,Average,7
195,Student 195,Non-binary,34,3.8,Bioinformatics,Game Development,4,5,Google Android Developer,Full Stack Developer,6,5,7,4,4,4,6,10,Strong,8
196,Student 196,Male,19,2.6,Web Development,Machine Learning,6,2,TensorFlow Certified,Penetration Tester,9,7,9,6,4,3,6,7,Weak,2
197,Student 197,Non-binary,40,3.66,Mobile App Development,Ethical Hacking,2,1,Unity Certified,Blockchain Developer,7,8,4,4,7,10,6,6,Strong,2
198,Student 198,Male,37,3.82,Embedded Systems,Machine Learning,7,2,Microsoft Certified,Software Engineer,4,6,10,9,8,9,9,6,Average,7
199,Student 199,Male,24,2.81,Bioinformatics,DevOps,7,3,Kubernetes Administrator,IoT Engineer,5,6,7,3,9,9,10,3,Strong,4
200,Student 200,Non-binary,18,3.3,Web Development,Big Data,4,3,Red Hat Certified Engineer,DevOps Engineer,10,9,6,8,7,3,10,9,Strong,3
201,Student 201,Female,22,3.28,Bioinformatics,Cloud Security,6,4,None,AI Researcher,3,7,6,8,9,10,9,9,Strong,1
202,Student 202,Female,20,3.62,Bioinformatics,Full Stack Development,2,4,CEH,AI Researcher,8,4,7,8,9,5,4,8,Average,0
203,Student 203,Male,32,3.08,Bioinformatics,DevOps,4,4,None,Network Engineer,8,9,9,10,4,8,4,10,Strong,8
204,Student 204,Male,42,3.87,AI & Robotics,Cyber Forensics,4,5,Google Android Developer,Software Engineer,3,9,7,8,7,6,4,5,Strong,4
205,Student 205,Male,41,2.97,Software Engineering,Cyber Forensics,6,2,Google Data Analytics,Cybersecurity Analyst,5,3,7,10,9,10,9,5,Strong,4
206,Student 206,Female,33,3.84,Computer Science,Cyber Forensics,2,1,Unity Certified,Web Developer,9,4,5,7,3,7,5,5,Average,10
207,Student 207,Non-binary,21,2.53,Blockchain Technology,Cloud Security,4,2,Cisco CCNA,DevOps Engineer,9,7,9,7,4,5,10,7,Weak,9
208,Student 208,Female,44,3.99,Computer Science,Ethical Hacking,3,0,Google Data Analytics,DevOps Engineer,6,10,6,4,7,6,4,4,Average,10
209,Student 209,Male,36,2.99,Networking,Game Development,6,3,Microsoft Certified,Full Stack Developer,3,9,10,7,4,10,5,4,Average,7
210,Student 210,Male,31,2.95,Computer Science,Game Development,5,2,Unity Certified,AI Researcher,6,8,7,3,7,8,10,8,Average,9
211,Student 211,Male,42,3.97,Networking,Machine Learning,3,3,Google Data Analytics,IoT Engineer,6,8,9,4,5,5,9,7,Weak,5
212,Student 212,Non-binary,22,3.88,Game Development,AI Research,1,5,Red Hat Certified Engineer,Game Developer,5,6,3,7,3,10,8,4,Average,7
213,Student 213,Non-binary,22,4.0,Cybersecurity,Mobile App Development,5,4,AWS Certified,IoT Engineer,7,5,7,5,7,8,6,7,Weak,5
214,Student 214,Non-binary,36,3.74,Human-Computer Interaction,Machine Learning,3,2,CEH,Security Consultant,4,6,5,3,3,5,7,9,Average,3
215,Student 215,Non-binary,32,3.13,Quantum Computing,Quantum AI,4,2,Microsoft Certified,Game Developer,4,4,5,7,3,7,6,9,Average,3
216,Student 216,Non-binary,34,3.5,Cybersecurity,Game Development,2,0,IBM Quantum Developer,Blockchain Developer,7,8,6,10,3,7,6,9,Strong,1
217,Student 217,Female,20,3.08,Quantum Computing,Cloud Security,6,2,Microsoft Certified,Full Stack Developer,10,10,5,9,3,3,3,7,Weak,0
218,Student 218,Non-binary,25,3.61,Web Development,Cloud Security,4,0,None,Full Stack Developer,3,3,6,8,9,7,3,4,Average,1
219,Student 219,Female,30,2.57,Software Engineering,Mobile App Development,4,5,MIT AI Certification,Mobile App Developer,6,3,6,9,3,10,5,10,Strong,0
220,Student 220,Non-binary,38,3.33,Cloud Computing,DevOps,1,1,AWS Certified,Web Developer,9,4,7,3,10,6,4,10,Weak,2
221,Student 221,Non-binary,20,3.33,Cybersecurity,AI Research,1,2,Cisco CCNA,Full Stack Developer,7,9,7,6,8,7,5,8,Weak,3
222,Student 222,Non-binary,43,2.68,Bioinformatics,Cloud Security,3,5,Google Android Developer,Data Scientist,3,9,9,9,6,8,10,5,Average,4
223,Student 223,Non-binary,27,3.75,Web Development,DevOps,2,5,AWS Certified,Web Developer,7,8,5,3,5,4,8,5,Strong,10
224,Student 224,Non-binary,25,3.77,Networking,Full Stack Development,7,2,Meta Frontend Developer,IoT Engineer,3,10,4,10,5,4,7,6,Weak,3
225,Student 225,Female,37,3.61,Cloud Computing,Deep Learning,2,5,TensorFlow Certified,DevOps Engineer,9,10,5,4,10,7,9,9,Average,8
226,Student 226,Non-binary,19,3.07,AI & Robotics,Mobile App Development,2,2,TensorFlow Certified,Web Developer,10,8,5,9,6,4,7,9,Strong,4
227,Student 227,Non-binary,38,3.78,Computer Science,AI Research,4,0,MIT AI Certification,Mobile App Developer,8,4,3,8,6,6,9,9,Strong,0
228,Student 228,Female,19,4.0,Embedded Systems,Cyber Forensics,1,5,Kubernetes Administrator,Network Engineer,9,10,3,7,7,8,10,5,Average,5
229,Student 229,Non-binary,41,2.96,Embedded Systems,Machine Learning,2,5,None,Quantum Computing Researcher,8,3,8,5,5,4,3,10,Weak,7
230,Student 230,Male,39,3.25,Embedded Systems,Mobile App Development,3,2,IBM Quantum Developer,Game Developer,6,10,9,10,10,7,7,10,Weak,6
231,Student 231,Male,19,3.23,Cybersecurity,Cloud Security,1,0,Unity Certified,DevOps Engineer,3,9,5,5,7,6,3,5,Weak,2
232,Student 232,Male,41,3.27,Blockchain Technology,AI Research,5,4,Unity Certified,Data Scientist,7,3,4,10,3,6,8,7,Average,1
233,Student 233,Male,23,3.42,Cloud Computing,Full Stack Development,3,1,None,Web Developer,10,3,5,3,10,10,4,3,Weak,4
234,Student 234,Male,22,2.72,Game Development,Machine Learning,1,2,Microsoft Certified,Penetration Tester,10,6,5,5,4,6,5,7,Strong,0
235,Student 235,Male,30,3.19,Embedded Systems,DevOps,2,5,Kubernetes Administrator,Mobile App Developer,3,7,7,6,9,5,10,9,Average,6
236,Student 236,Male,20,3.05,Quantum Computing,Deep Learning,2,0,Unity Certified,Data Scientist,4,5,10,5,6,8,9,6,Weak,0
237,Student 237,Non-binary,41,3.91,Blockchain Technology,Game Development,1,4,Google Android Developer,Blockchain Developer,9,6,3,4,6,8,10,10,Strong,2
238,Student 238,Female,40,2.74,Cybersecurity,Ethical Hacking,3,5,CEH,Penetration Tester,5,5,6,3,3,5,10,10,Weak,7
239,Student 239,Male,41,3.58,Web Development,Ethical Hacking,4,1,Kubernetes Administrator,Software Engineer,6,7,8,9,5,3,4,4,Strong,7
240,Student 240,Female,31,2.85,Software Engineering,Machine Learning,1,2,CEH,Data Scientist,4,8,8,3,7,10,10,10,Average,9
241,Student 241,Non-binary,39,3.51,Quantum Computing,Full Stack Development,2,0,Cisco CCNA,AI Researcher,10,3,3,9,4,8,9,9,Weak,6
242,Student 242,Non-binary,27,2.55,Quantum Computing,Mobile App Development,1,2,Meta Frontend Developer,AI Researcher,9,4,7,4,8,5,4,9,Weak,2
243,Student 243,Non-binary,34,2.63,Human-Computer Interaction,Quantum AI,2,2,IBM Quantum Developer,IoT Engineer,10,8,8,7,4,3,5,9,Strong,7
244,Student 244,Male,29,2.78,Networking,Full Stack Development,2,5,Unity Certified,Cloud Architect,9,4,8,10,8,8,9,9,Average,5
245,Student 245,Non-binary,30,3.02,Cloud Computing,Big Data,6,0,IBM Quantum Developer,Network Engineer,5,3,7,9,10,3,5,3,Strong,4
246,Student 246,Female,23,3.21,Bioinformatics,Cloud Security,4,5,MIT AI Certification,Blockchain Developer,6,4,10,6,8,8,4,10,Strong,9
247,Student 247,Non-binary,34,3.69,Mobile App Development,Full Stack Development,4,0,CEH,Penetration Tester,7,9,4,4,8,8,3,6,Strong,6
248,Student 248,Male,35,3.42,Cloud Computing,Full Stack Development,5,1,Google Data Analytics,AI Researcher,7,4,8,8,6,6,8,3,Weak,9
249,Student 249,Female,35,3.38,Data Science,Data Visualization,4,4,Red Hat Certified Engineer,AI Researcher,5,5,3,3,8,6,5,8,Average,10
250,Student 250,Female,44,3.9,Computer Science,Ethical Hacking,2,4,None,Penetration Tester,5,7,6,3,8,4,6,3,Strong,0
251,Student 251,Female,45,3.48,AI & Robotics,IoT Security,3,0,IBM Quantum Developer,Cloud Architect,6,7,7,5,9,5,8,7,Weak,5
252,Student 252,Male,18,2.59,Cloud Computing,Quantum AI,2,4,AWS Certified,Cybersecurity Analyst,8,8,3,9,3,4,6,6,Weak,9
253,Student 253,Male,38,2.93,Cybersecurity,Ethical Hacking,7,2,None,Blockchain Developer,10,4,7,5,8,3,9,9,Average,0
254,Student 254,Non-binary,33,3.32,Quantum Computing,Machine Learning,3,4,Cisco CCNA,Web Developer,9,8,6,9,7,6,6,7,Strong,5
255,Student 255,Female,20,3.18,Embedded Systems,Game Development,2,5,Meta Frontend Developer,Data Engineer,3,10,7,8,4,9,5,6,Weak,1
256,Student 256,Male,45,3.36,Blockchain Technology,AI Research,1,3,Kubernetes Administrator,Full Stack Developer,9,9,3,10,6,3,4,4,Weak,7
257,Student 257,Female,43,3.8,Computer Science,DevOps,6,0,AWS Certified,IoT Engineer,7,5,8,8,5,8,9,8,Average,9
258,Student 258,Non-binary,40,2.67,Networking,Deep Learning,6,3,Google Android Developer,IoT Engineer,5,4,5,7,7,5,7,6,Weak,6
259,Student 259,Non-binary,39,2.98,Cloud Computing,Full Stack Development,3,1,None,Mobile App Developer,3,8,10,9,6,6,6,6,Strong,8
260,Student 260,Non-binary,25,3.86,Blockchain Technology,Cloud Security,7,4,CEH,Security Consultant,6,9,8,7,7,9,10,9,Average,5
261,Student 261,Male,45,3.92,Quantum Computing,Cyber Forensics,5,5,Microsoft Certified,Full Stack Developer,9,8,8,5,10,3,9,9,Weak,2
262,Student 262,Female,34,3.17,Web Development,Mobile App Development,2,1,IBM Quantum Developer,Mobile App Developer,7,3,10,9,8,3,9,8,Weak,10
263,Student 263,Male,38,3.85,AI & Robotics,Data Visualization,7,2,MIT AI Certification,Security Consultant,3,10,9,8,7,8,4,10,Weak,7
264,Student 264,Female,41,2.68,Software Engineering,Quantum AI,2,5,Cisco CCNA,Web Developer,9,4,7,6,10,8,10,8,Weak,1
265,Student 265,Female,44,3.44,Cloud Computing,Ethical Hacking,3,5,MIT AI Certification,AI Researcher,4,8,6,4,7,7,4,6,Strong,2
266,Student 266,Male,18,2.93,Software Engineering,AI Research,7,0,Google Data Analytics,Penetration Tester,5,9,6,3,10,8,5,7,Weak,10
267,Student 267,Non-binary,33,3.28,Software Engineering,Mobile App Development,4,3,None,Data Scientist,5,5,5,3,6,6,4,10,Weak,6
268,Student 268,Female,18,3.88,Data Science,AI Research,7,3,Google Android Developer,Quantum Computing Researcher,9,8,6,10,6,4,4,7,Weak,9
269,Student 269,Non-binary,27,3.49,Networking,Mobile App Development,7,0,None,Blockchain Developer,4,5,5,3,8,4,9,3,Average,4
270,Student 270,Female,45,3.03,Web Development,DevOps,3,1,TensorFlow Certified,AI Researcher,9,9,3,10,8,5,9,6,Average,3
271,Student 271,Female,31,3.54,Software Engineering,Blockchain Security,1,5,None,Data Engineer,7,3,9,3,8,4,8,9,Strong,8
272,Student 272,Male,28,2.76,Computer Science,Blockchain Security,7,2,Cisco CCNA,Software Engineer,6,10,3,6,6,5,10,6,Strong,7
273,Student 273,Male,44,3.98,Cloud Computing,IoT Security,4,1,Kubernetes Administrator,AI Researcher,6,7,8,3,9,9,4,9,Weak,4
274,Student 274,Female,41,3.7,Bioinformatics,Big Data,6,3,MIT AI Certification,Cybersecurity Analyst,4,4,5,8,3,3,6,8,Weak,8
275,Student 275,Female,43,2.63,Cloud Computing,Cyber Forensics,2,2,CEH,Data Engineer,10,6,7,7,10,5,6,4,Average,5
276,Student 276,Non-binary,25,3.25,Cloud Computing,DevOps,6,5,Microsoft Certified,Network Engineer,7,4,8,5,6,6,5,9,Strong,0
277,Student 277,Non-binary,27,2.6,Data Science,Data Visualization,4,5,Unity Certified,IoT Engineer,3,5,4,10,6,10,9,9,Strong,9
278,Student 278,Male,25,3.09,Cloud Computing,Big Data,1,5,None,Network Engineer,4,9,9,10,5,8,4,3,Weak,1
279,Student 279,Female,18,3.77,Blockchain Technology,Machine Learning,2,5,TensorFlow Certified,Web Developer,10,7,6,10,6,3,4,10,Average,10
280,Student 280,Female,20,4.0,Data Science,Ethical Hacking,2,4,Google Android Developer,Cybersecurity Analyst,9,10,5,8,10,4,3,6,Strong,8
281,Student 281,Female,35,3.49,Game Development,Ethical Hacking,7,2,TensorFlow Certified,Data Scientist,3,6,4,9,4,8,10,7,Strong,3
282,Student 282,Female,20,2.76,Software Engineering,Full Stack Development,3,3,TensorFlow Certified,Full Stack Developer,9,3,4,3,6,7,6,9,Weak,1
283,Student 283,Female,39,2.68,Computer Science,Game Development,7,1,None,Quantum Computing Researcher,3,4,7,8,10,4,8,8,Weak,10
284,Student 284,Female,27,3.23,Bioinformatics,Big Data,6,1,MIT AI Certification,IoT Engineer,9,9,9,3,9,8,4,3,Strong,0
285,Student 285,Female,32,3.52,Human-Computer Interaction,Big Data,4,1,None,Software Engineer,3,6,4,6,4,3,5,8,Weak,8
286,Student 286,Non-binary,45,3.98,Quantum Computing,Game Development,6,2,Unity Certified,Cloud Architect,10,6,4,9,4,3,10,6,Average,6
287,Student 287,Male,19,3.11,Human-Computer Interaction,Ethical Hacking,5,0,TensorFlow Certified,Data Engineer,5,6,9,6,9,3,4,9,Strong,8
288,Student 288,Non-binary,42,3.43,Mobile App Development,Game Development,2,2,TensorFlow Certified,Penetration Tester,9,5,10,4,5,3,10,4,Weak,6
289,Student 289,Non-binary,19,3.84,Computer Science,Full Stack Development,6,2,Cisco CCNA,Cloud Architect,3,10,4,5,8,7,8,6,Average,1
290,Student 290,Female,24,3.27,AI & Robotics,DevOps,1,4,Red Hat Certified Engineer,Full Stack Developer,10,6,4,3,3,3,5,9,Weak,9
291,Student 291,Non-binary,27,3.01,Cybersecurity,Blockchain Security,2,1,None,Web Developer,10,4,6,6,5,9,7,10,Strong,3
292,Student 292,Male,34,3.46,AI & Robotics,Cloud Security,1,1,AWS Certified,Network Engineer,10,9,4,8,10,7,5,5,Weak,3
293,Student 293,Female,38,3.32,Bioinformatics,Mobile App Development,6,4,None,Quantum Computing Researcher,3,10,6,10,6,5,6,5,Average,8
294,Student 294,Male,41,3.58,Cybersecurity,Mobile App Development,7,5,MIT AI Certification,Network Engineer,5,6,4,10,5,6,8,6,Strong,1
295,Student 295,Non-binary,38,3.94,Data Science,Blockchain Security,5,4,IBM Quantum Developer,Web Developer,9,8,9,9,9,3,9,5,Strong,6
296,Student 296,Non-binary,33,2.52,Embedded Systems,Data Visualization,1,3,Kubernetes Administrator,Data Engineer,4,9,5,5,9,9,5,8,Average,10
297,Student 297,Non-binary,18,3.1,Mobile App Development,Quantum AI,6,0,Meta Frontend Developer,Cloud Architect,9,5,8,6,9,4,3,7,Strong,6
298,Student 298,Non-binary,40,3.08,AI & Robotics,Mobile App Development,4,3,Microsoft Certified,Game Developer,10,4,4,6,10,6,9,7,Strong,4
299,Student 299,Non-binary,28,3.31,Human-Computer Interaction,Blockchain Security,1,4,Meta Frontend Developer,Software Engineer,4,10,3,4,5,7,7,10,Weak,7
300,Student 300,Male,43,3.26,Embedded Systems,Cloud Security,4,2,Kubernetes Administrator,IoT Engineer,7,7,8,7,7,7,6,9,Average,3
301,Student 301,Non-binary,34,3.02,Software Engineering,Mobile App Development,7,3,TensorFlow Certified,Software Engineer,9,9,5,7,4,9,6,7,Weak,1
302,Student 302,Female,27,2.81,Cybersecurity,Machine Learning,4,4,Kubernetes Administrator,DevOps Engineer,3,5,9,3,8,9,6,8,Strong,2
303,Student 303,Male,30,2.96,Web Development,Deep Learning,7,3,Kubernetes Administrator,Blockchain Developer,9,5,10,6,10,10,4,8,Weak,4
304,Student 304,Male,45,3.62,Bioinformatics,Quantum AI,6,2,IBM Quantum Developer,Data Engineer,8,6,9,9,5,3,10,5,Average,0
305,Student 305,Female,21,2.53,AI & Robotics,Game Development,6,5,None,Blockchain Developer,7,6,3,6,6,6,4,8,Weak,9
306,Student 306,Male,24,3.3,Embedded Systems,Game Development,6,3,Google Android Developer,DevOps Engineer,3,9,3,9,6,5,7,9,Average,1
307,Student 307,Non-binary,44,2.86,Networking,Machine Learning,4,4,None,Cloud Architect,3,4,9,7,4,8,8,5,Weak,1
308,Student 308,Female,43,3.91,Software Engineering,Mobile App Development,6,2,AWS Certified,IoT Engineer,3,7,7,5,4,3,4,10,Average,2
309,Student 309,Male,44,2.84,Mobile App Development,IoT Security,6,4,AWS Certified,IoT Engineer,8,7,4,7,3,4,4,8,Weak,0
310,Student 310,Female,39,3.74,Human-Computer Interaction,IoT Security,7,5,Kubernetes Administrator,Data Scientist,8,3,4,3,4,9,7,9,Weak,6
311,Student 311,Female,44,2.76,Data Science,Big Data,3,3,Kubernetes Administrator,AI Researcher,10,9,6,5,4,6,3,7,Weak,0
312,Student 312,Non-binary,40,3.57,Human-Computer Interaction,Quantum AI,1,5,Microsoft Certified,DevOps Engineer,6,4,6,7,3,5,8,7,Average,9
313,Student 313,Female,35,3.69,Embedded Systems,DevOps,6,0,TensorFlow Certified,IoT Engineer,9,5,8,6,9,5,8,10,Weak,7
314,Student 314,Female,43,2.83,Quantum Computing,Data Visualization,6,0,Kubernetes Administrator,Cloud Architect,4,7,7,3,7,3,8,5,Average,7
315,Student 315,Male,42,3.67,Data Science,Cloud Security,3,5,None,Data Scientist,7,7,7,6,6,4,7,7,Weak,1
316,Student 316,Non-binary,21,2.64,Networking,Game Development,4,4,CEH,Cybersecurity Analyst,3,3,10,10,9,4,3,4,Strong,9
317,Student 317,Female,18,2.63,AI & Robotics,IoT Security,4,4,None,Network Engineer,10,6,9,4,8,7,10,7,Strong,5
318,Student 318,Female,29,3.75,Cybersecurity,Big Data,6,1,TensorFlow Certified,Network Engineer,3,7,6,7,6,6,8,6,Weak,2
319,Student 319,Male,35,3.95,Data Science,Mobile App Development,2,5,Meta Frontend Developer,Quantum Computing Researcher,6,7,8,5,6,3,3,10,Weak,8
320,Student 320,Male,33,2.58,Mobile App Development,IoT Security,7,4,Google Android Developer,IoT Engineer,7,4,7,4,3,8,6,8,Weak,8
321,Student 321,Non-binary,34,2.72,Networking,Deep Learning,7,5,Cisco CCNA,Blockchain Developer,3,5,9,10,8,6,3,8,Strong,1
322,Student 322,Male,39,2.68,Blockchain Technology,Cloud Security,2,1,Microsoft Certified,Cybersecurity Analyst,8,5,9,7,3,9,3,9,Weak,1
323,Student 323,Male,35,3.09,Mobile App Development,Mobile App Development,2,0,Cisco CCNA,Data Engineer,9,3,7,7,10,5,6,10,Strong,3
324,Student 324,Female,32,3.44,Networking,Blockchain Security,5,5,None,Software Engineer,8,7,5,6,10,10,9,8,Average,0
325,Student 325,Female,42,3.49,Computer Science,Quantum AI,5,2,Red Hat Certified Engineer,DevOps Engineer,4,10,5,9,9,10,8,9,Weak,5
326,Student 326,Male,19,3.5,Cybersecurity,Ethical Hacking,6,1,Unity Certified,Cybersecurity Analyst,7,8,6,8,3,9,6,3,Strong,7
327,Student 327,Female,32,3.07,Embedded Systems,Machine Learning,3,1,AWS Certified,Data Scientist,8,10,6,8,6,5,3,7,Average,3
328,Student 328,Male,30,3.64,Blockchain Technology,IoT Security,7,2,TensorFlow Certified,Software Engineer,8,6,9,5,4,10,10,8,Strong,3
329,Student 329,Male,31,3.67,Web Development,Ethical Hacking,4,2,Unity Certified,Full Stack Developer,6,10,3,4,5,4,10,6,Average,7
330,Student 330,Non-binary,27,3.19,Mobile App Development,Full Stack Development,6,1,Microsoft Certified,Software Engineer,3,3,4,8,9,3,8,3,Weak,0
331,Student 331,Female,36,3.44,Networking,IoT Security,1,5,Kubernetes Administrator,Machine Learning Engineer,10,8,7,6,7,6,7,3,Strong,7
332,Student 332,Non-binary,19,3.94,Computer Science,Full Stack Development,7,0,None,Data Engineer,6,6,4,3,9,3,4,9,Weak,0
333,Student 333,Non-binary,45,3.33,Software Engineering,Ethical Hacking,1,0,Google Data Analytics,Cybersecurity Analyst,10,5,5,10,3,5,4,5,Weak,9
334,Student 334,Male,38,2.97,AI & Robotics,Full Stack Development,4,1,AWS Certified,Web Developer,8,5,3,3,10,5,3,5,Weak,5
335,Student 335,Female,33,3.19,Web Development,Big Data,5,1,Red Hat Certified Engineer,Mobile App Developer,5,4,10,5,10,4,9,7,Strong,8
336,Student 336,Female,20,3.93,Embedded Systems,Machine Learning,4,5,Red Hat Certified Engineer,Mobile App Developer,9,7,4,3,8,9,5,9,Weak,5
337,Student 337,Male,23,3.65,Human-Computer Interaction,DevOps,6,5,CEH,Mobile App Developer,9,10,6,6,7,3,4,8,Average,5
338,Student 338,Non-binary,31,3.31,Computer Science,IoT Security,4,4,None,Data Engineer,7,8,10,8,8,7,3,7,Strong,0
339,Student 339,Non-binary,22,3.05,Game Development,Big Data,1,4,AWS Certified,Cloud Architect,5,3,4,7,3,4,6,9,Average,5
340,Student 340,Male,22,2.95,Mobile App Development,IoT Security,3,3,Meta Frontend Developer,Penetration Tester,5,5,7,3,9,9,9,6,Weak,5
341,Student 341,Male,20,4.0,Web Development,Data Visualization,6,4,Cisco CCNA,Web Developer,4,10,7,10,7,10,8,8,Weak,6
342,Student 342,Female,23,3.68,AI & Robotics,IoT Security,1,3,None,Network Engineer,7,8,6,5,6,6,7,6,Average,4
343,Student 343,Male,43,2.58,Game Development,Blockchain Security,2,4,Microsoft Certified,IoT Engineer,3,10,7,4,7,3,3,3,Average,7
344,Student 344,Male,27,3.07,Cybersecurity,Big Data,1,1,Google Data Analytics,IoT Engineer,10,3,10,3,4,8,9,5,Strong,10
345,Student 345,Male,20,3.26,Web Development,IoT Security,1,1,CEH,Blockchain Developer,8,10,4,10,9,4,7,9,Average,8
346,Student 346,Non-binary,20,2.65,Quantum Computing,Data Visualization,4,0,Cisco CCNA,Machine Learning Engineer,9,6,10,7,4,10,7,3,Strong,4
347,Student 347,Female,33,2.51,Networking,DevOps,4,1,Microsoft Certified,Quantum Computing Researcher,5,8,10,3,6,9,7,6,Weak,4
348,Student 348,Male,30,2.99,Data Science,Blockchain Security,2,3,AWS Certified,Cloud Architect,8,7,4,5,5,4,8,5,Weak,1
349,Student 349,Female,45,3.26,Networking,Mobile App Development,6,2,None,AI Researcher,8,5,5,6,6,5,7,6,Average,6
350,Student 350,Female,25,3.13,Bioinformatics,Quantum AI,3,0,Meta Frontend Developer,Blockchain Developer,7,5,9,5,7,6,6,10,Average,4
